Source,Target,Weight
eid-333,eid-56,10
eid-339,eid-56,10
eid-342,eid-56,10
eid-344,eid-56,10
eid-360,eid-56,10
eid-362,eid-56,10
eid-363,eid-56,10
eid-370,eid-56,10
eid-377,eid-56,10
eid-378,eid-56,10
eid-385,eid-56,10
eid-388,eid-56,10
eid-415,eid-56,10
eid-420,eid-56,10
eid-423,eid-56,10
eid-441,eid-56,10
eid-448,eid-56,10
eid-449,eid-56,10
eid-455,eid-56,10
eid-461,eid-56,10
eid-462,eid-56,10
eid-465,eid-56,10
eid-468,eid-56,10
eid-481,eid-56,10
eid-528,eid-56,10
eid-614,eid-56,10
eid-652,eid-56,10
eid-659,eid-56,10
eid-662,eid-56,10
eid-686,eid-56,10
eid-762,eid-56,10
eid-789,eid-56,10
eid-802,eid-56,10
eid-824,eid-56,10
eid-864,eid-56,10
eid-866,eid-56,10
eid-870,eid-56,10
eid-871,eid-56,10
eid-881,eid-56,10
eid-882,eid-56,10
eid-887,eid-56,10
eid-898,eid-56,10
eid-899,eid-56,10
eid-900,eid-56,10
eid-901,eid-56,10
eid-925,eid-56,10
eid-928,eid-56,10
eid-936,eid-56,10
eid-937,eid-56,10
eid-938,eid-56,10
eid-948,eid-56,10
eid-951,eid-56,10
eid-959,eid-56,10
eid-1023,eid-56,10
eid-1024,eid-56,10
eid-1077,eid-56,10
eid-1117,eid-56,10
eid-1139,eid-56,10
eid-1180,eid-56,10
eid-1202,eid-56,10
eid-1259,eid-56,10
eid-1298,eid-56,10
eid-1340,eid-56,10
eid-1341,eid-56,10
eid-1377,eid-56,10
eid-1392,eid-56,10
eid-1393,eid-56,10
eid-1459,eid-56,10
eid-1466,eid-56,10
eid-1471,eid-56,10
eid-1507,eid-56,10
eid-1535,eid-56,10
eid-1538,eid-56,10
eid-1552,eid-56,10
eid-1555,eid-56,10
eid-1566,eid-56,10
eid-1668,eid-56,10
eid-1710,eid-56,10
eid-1767,eid-56,10
eid-1784,eid-56,10
eid-1797,eid-56,10
eid-1801,eid-56,10
eid-1814,eid-56,10
eid-1821,eid-56,10
eid-1842,eid-56,10
eid-1888,eid-56,10
eid-1889,eid-56,10
eid-1891,eid-56,10
eid-1893,eid-56,10
eid-1894,eid-56,10
eid-1897,eid-56,10
eid-1903,eid-56,10
eid-1908,eid-56,10
eid-1910,eid-56,10
eid-1916,eid-56,10
eid-1925,eid-56,10
eid-1935,eid-56,10
eid-1936,eid-56,10
eid-1940,eid-56,10
eid-1941,eid-56,10
eid-1942,eid-56,10
eid-1943,eid-56,10
eid-1944,eid-56,10
eid-1945,eid-56,10
eid-1946,eid-56,10
eid-1947,eid-56,10
eid-1948,eid-56,10
eid-1949,eid-56,10
eid-1950,eid-56,10
eid-1951,eid-56,10
eid-1952,eid-56,10
eid-1953,eid-56,10
eid-1954,eid-56,10
eid-1955,eid-56,10
eid-1956,eid-56,10
eid-1957,eid-56,10
eid-1958,eid-56,10
eid-1959,eid-56,10
eid-1960,eid-56,10
eid-1961,eid-56,10
eid-1962,eid-56,10
eid-1963,eid-56,10
eid-1964,eid-56,10
eid-1965,eid-56,10
eid-1966,eid-56,10
eid-1967,eid-56,10
eid-1968,eid-56,10
eid-1969,eid-56,10
eid-1970,eid-56,10
eid-1971,eid-56,10
eid-1972,eid-56,10
eid-1973,eid-56,10
eid-1974,eid-56,10
eid-1975,eid-56,10
eid-1976,eid-56,10
eid-1977,eid-56,10
eid-1978,eid-56,10
eid-1979,eid-56,10
eid-1980,eid-56,10
eid-1981,eid-56,10
eid-1982,eid-56,10
eid-1983,eid-56,10
eid-1984,eid-56,10
eid-1985,eid-56,10
eid-1986,eid-56,10
eid-1987,eid-56,10
eid-1988,eid-56,10
eid-1989,eid-56,10
eid-1990,eid-56,10
eid-1991,eid-56,10
eid-1992,eid-56,10
eid-1993,eid-56,10
eid-1994,eid-56,10
eid-1995,eid-56,10
eid-1996,eid-56,10
eid-1997,eid-56,10
eid-1998,eid-56,10
eid-1999,eid-56,10
eid-2000,eid-56,10
eid-2001,eid-56,10
eid-2002,eid-56,10
eid-2003,eid-56,10
eid-2004,eid-56,10
eid-2005,eid-56,10
eid-2006,eid-56,10
eid-2007,eid-56,10
eid-2008,eid-56,10
eid-2009,eid-56,10
eid-2010,eid-56,10
eid-2011,eid-56,10
eid-2012,eid-56,10
eid-2013,eid-56,10
eid-2014,eid-56,10
eid-2015,eid-56,10
eid-2016,eid-56,10
eid-2017,eid-56,10
eid-2018,eid-56,10
eid-2019,eid-56,10
eid-2020,eid-56,10
eid-2021,eid-56,10
eid-2022,eid-56,10
eid-2023,eid-56,10
eid-2024,eid-56,10
eid-2025,eid-56,10
eid-2026,eid-56,10
eid-2027,eid-56,10
eid-2028,eid-56,10
eid-2029,eid-56,10
eid-2030,eid-56,10
eid-2031,eid-56,10
eid-2032,eid-56,10
eid-2033,eid-56,10
eid-2034,eid-56,10
eid-2035,eid-56,10
eid-2036,eid-56,10
eid-2037,eid-56,10
eid-2038,eid-56,10
eid-2039,eid-56,10
eid-2040,eid-56,10
eid-2041,eid-56,10
eid-2042,eid-56,10
eid-2043,eid-56,10
eid-2044,eid-56,10
eid-2045,eid-56,10
eid-2046,eid-56,10
eid-2047,eid-56,10
eid-2048,eid-56,10
eid-1,eid-57,10
eid-1,eid-58,10
eid-9137,eid-58,10
eid-1,eid-59,10
eid-81,eid-59,10
eid-878,eid-59,10
eid-1588,eid-59,10
eid-1970,eid-59,10
eid-2737,eid-59,10
eid-5027,eid-59,10
eid-8556,eid-59,10
eid-8559,eid-59,10
eid-8560,eid-59,10
eid-9508,eid-59,10
eid-1,eid-60,10
eid-109,eid-60,10
